date,store_id,product_id,sales_lag_1,sales_lag_7,rolling_7d_demand,closing_stock,promo_flag,stockout_within_3_days,reorder_point,max_stock
2025-05-19,S01,P0001,22.0,23.0,22.857142857142858,171,0,0,42,266
2025-05-20,S01,P0001,22.0,22.0,22.714285714285715,146,0,0,42,266
2025-05-21,S01,P0001,25.0,12.0,23.142857142857142,124,0,0,42,266
2025-05-22,S01,P0001,22.0,30.0,24.571428571428573,101,0,0,42,266
2025-05-23,S01,P0001,23.0,23.0,23.571428571428573,75,0,0,42,266
2025-05-24,S01,P0001,26.0,28.0,24.0,57,0,0,42,266
2025-05-25,S01,P0001,18.0,22.0,22.571428571428573,266,0,0,42,266
2025-05-26,S01,P0001,39.0,22.0,25.0,244,0,0,42,266
2025-05-27,S01,P0001,22.0,25.0,25.0,221,0,0,42,266
2025-05-28,S01,P0001,23.0,22.0,24.714285714285715,188,0,0,42,266
2025-05-29,S01,P0001,33.0,23.0,26.285714285714285,170,0,0,42,266
2025-05-30,S01,P0001,18.0,26.0,25.571428571428573,154,0,0,42,266
2025-05-31,S01,P0001,16.0,18.0,24.142857142857142,135,0,0,42,266
2025-06-01,S01,P0001,19.0,39.0,24.285714285714285,117,0,0,42,266
2025-06-02,S01,P0001,18.0,22.0,21.285714285714285,88,0,0,42,266
2025-06-03,S01,P0001,29.0,23.0,22.285714285714285,60,0,0,42,266
2025-06-04,S01,P0001,28.0,33.0,23.0,44,0,0,42,266
2025-06-05,S01,P0001,16.0,18.0,20.571428571428573,266,0,0,42,266
2025-06-06,S01,P0001,26.0,16.0,21.714285714285715,247,0,0,42,266
2025-06-07,S01,P0001,19.0,19.0,22.142857142857142,216,0,0,42,266
2025-06-08,S01,P0001,31.0,18.0,23.857142857142858,191,0,0,42,266
2025-06-09,S01,P0001,25.0,29.0,24.857142857142858,162,0,0,42,266
2025-06-10,S01,P0001,29.0,28.0,24.857142857142858,136,0,0,42,266
2025-06-11,S01,P0001,26.0,16.0,24.571428571428573,113,0,0,42,266
2025-06-12,S01,P0001,23.0,26.0,25.571428571428573,93,0,0,42,266
2025-06-13,S01,P0001,20.0,19.0,24.714285714285715,72,0,0,42,266
2025-06-14,S01,P0001,21.0,31.0,25.0,266,0,0,42,266
2025-06-15,S01,P0001,35.0,25.0,25.571428571428573,242,0,0,42,266
2025-06-16,S01,P0001,24.0,29.0,25.428571428571427,209,0,0,42,266
2025-06-17,S01,P0001,33.0,26.0,26.0,185,0,0,42,266
2025-06-18,S01,P0001,24.0,23.0,25.714285714285715,166,0,0,42,266
2025-06-19,S01,P0001,19.0,20.0,25.142857142857142,141,0,0,42,266
2025-06-20,S01,P0001,25.0,21.0,25.857142857142858,115,0,0,42,266
2025-06-21,S01,P0001,26.0,35.0,26.571428571428573,97,0,0,42,266
2025-06-22,S01,P0001,18.0,24.0,24.142857142857142,81,0,0,42,266
2025-06-23,S01,P0001,16.0,33.0,23.0,60,0,0,42,266
2025-06-24,S01,P0001,21.0,24.0,21.285714285714285,266,0,0,42,266
2025-06-25,S01,P0001,20.0,19.0,20.714285714285715,250,0,0,42,266
2025-06-26,S01,P0001,16.0,25.0,20.285714285714285,227,0,0,42,266
2025-06-27,S01,P0001,23.0,26.0,20.0,213,0,0,42,266
2025-06-28,S01,P0001,14.0,18.0,18.285714285714285,196,0,0,42,266
2025-06-29,S01,P0001,17.0,16.0,18.142857142857142,167,0,0,42,266
2025-06-30,S01,P0001,29.0,21.0,20.0,147,0,0,42,266
2025-07-01,S01,P0001,20.0,20.0,19.857142857142858,127,0,0,42,266
2025-07-02,S01,P0001,20.0,16.0,19.857142857142858,102,0,0,42,266
2025-07-03,S01,P0001,25.0,23.0,21.142857142857142,82,0,0,42,266
2025-07-04,S01,P0001,20.0,14.0,20.714285714285715,67,0,0,42,266
2025-07-05,S01,P0001,15.0,17.0,20.857142857142858,52,0,0,42,266
2025-07-06,S01,P0001,15.0,29.0,20.571428571428573,266,0,0,42,266
2025-07-07,S01,P0001,18.0,20.0,19.0,241,0,0,42,266
2025-07-08,S01,P0001,25.0,20.0,19.714285714285715,208,0,0,42,266
2025-07-09,S01,P0001,33.0,25.0,21.571428571428573,190,0,0,42,266
2025-07-10,S01,P0001,18.0,20.0,20.571428571428573,177,0,0,42,266
2025-07-11,S01,P0001,13.0,15.0,19.571428571428573,154,0,0,42,266
2025-07-12,S01,P0001,23.0,15.0,20.714285714285715,130,0,0,42,266
2025-07-13,S01,P0001,24.0,18.0,22.0,104,0,0,42,266
2025-07-14,S01,P0001,26.0,25.0,23.142857142857142,94,0,0,42,266
2025-07-15,S01,P0001,10.0,33.0,21.0,74,0,0,42,266
2025-07-16,S01,P0001,20.0,18.0,19.142857142857142,57,0,0,42,266
2025-07-17,S01,P0001,17.0,13.0,19.0,266,0,0,42,266
2025-07-18,S01,P0001,20.0,23.0,20.0,244,0,0,42,266
2025-07-19,S01,P0001,22.0,24.0,19.857142857142858,216,0,0,42,266
2025-07-20,S01,P0001,28.0,26.0,20.428571428571427,194,0,0,42,266
2025-07-21,S01,P0001,22.0,10.0,19.857142857142858,171,0,0,42,266
2025-07-22,S01,P0001,23.0,20.0,21.714285714285715,141,0,0,42,266
2025-07-23,S01,P0001,30.0,17.0,23.142857142857142,119,0,0,42,266
2025-07-24,S01,P0001,22.0,20.0,23.857142857142858,109,0,0,42,266
2025-07-25,S01,P0001,10.0,22.0,22.428571428571427,91,0,0,42,266
2025-07-26,S01,P0001,18.0,28.0,21.857142857142858,66,0,0,42,266
2025-07-27,S01,P0001,25.0,22.0,21.428571428571427,266,0,0,42,266
2025-07-28,S01,P0001,30.0,23.0,22.571428571428573,247,0,0,42,266
2025-07-29,S01,P0001,19.0,30.0,22.0,222,0,0,42,266
2025-07-30,S01,P0001,25.0,22.0,21.285714285714285,203,0,0,42,266
2025-07-31,S01,P0001,19.0,10.0,20.857142857142858,173,0,0,42,266
2025-08-01,S01,P0001,30.0,18.0,23.714285714285715,157,0,0,42,266
2025-08-02,S01,P0001,16.0,25.0,23.428571428571427,132,0,0,42,266
2025-08-03,S01,P0001,25.0,30.0,23.428571428571427,115,0,0,42,266
2025-08-04,S01,P0001,17.0,19.0,21.571428571428573,95,0,0,42,266
2025-08-05,S01,P0001,20.0,25.0,21.714285714285715,75,0,0,42,266
2025-08-06,S01,P0001,20.0,19.0,21.0,55,0,0,42,266
2025-08-07,S01,P0001,20.0,30.0,21.142857142857142,266,0,0,42,266
2025-08-08,S01,P0001,25.0,16.0,20.428571428571427,252,0,0,42,266
2025-08-09,S01,P0001,14.0,25.0,20.142857142857142,225,0,0,42,266
2025-08-10,S01,P0001,27.0,17.0,20.428571428571427,199,0,0,42,266
2025-08-11,S01,P0001,26.0,20.0,21.714285714285715,185,0,0,42,266
2025-08-12,S01,P0001,14.0,20.0,20.857142857142858,168,0,0,42,266
2025-08-13,S01,P0001,17.0,20.0,20.428571428571427,150,0,0,42,266
2025-08-14,S01,P0001,18.0,25.0,20.142857142857142,124,0,0,42,266
2025-08-15,S01,P0001,26.0,14.0,20.285714285714285,105,0,0,42,266
2025-08-16,S01,P0001,19.0,27.0,21.0,84,0,0,42,266
2025-08-17,S01,P0001,21.0,26.0,20.142857142857142,61,0,0,42,266
2025-08-18,S01,P0001,23.0,14.0,19.714285714285715,266,0,0,42,266
2025-08-19,S01,P0001,19.0,17.0,20.428571428571427,245,0,0,42,266
2025-08-20,S01,P0001,21.0,18.0,21.0,234,0,0,42,266
2025-08-21,S01,P0001,11.0,26.0,20.0,221,0,0,42,266
2025-08-22,S01,P0001,13.0,19.0,18.142857142857142,208,0,0,42,266
2025-08-23,S01,P0001,13.0,21.0,17.285714285714285,190,0,0,42,266
2025-08-24,S01,P0001,18.0,23.0,16.857142857142858,160,0,0,42,266
2025-08-25,S01,P0001,30.0,19.0,17.857142857142858,139,0,0,42,266
2025-08-26,S01,P0001,21.0,21.0,18.142857142857142,125,0,0,42,266
2025-08-27,S01,P0001,14.0,11.0,17.142857142857142,111,0,0,42,266
2025-08-28,S01,P0001,14.0,13.0,17.571428571428573,97,0,0,42,266
2025-08-29,S01,P0001,14.0,13.0,17.714285714285715,84,0,0,42,266
2025-08-30,S01,P0001,13.0,18.0,17.714285714285715,66,0,0,42,266
2025-08-31,S01,P0001,18.0,30.0,17.714285714285715,44,0,0,42,266
2025-09-01,S01,P0001,22.0,21.0,16.571428571428573,266,0,0,42,266
2025-09-02,S01,P0001,20.0,14.0,16.428571428571427,256,0,0,42,266
2025-09-03,S01,P0001,10.0,14.0,15.857142857142858,242,0,0,42,266
2025-09-04,S01,P0001,14.0,14.0,15.857142857142858,225,0,0,42,266
2025-09-05,S01,P0001,17.0,13.0,16.285714285714285,205,0,0,42,266
2025-09-06,S01,P0001,20.0,18.0,17.285714285714285,183,0,0,42,266
2025-09-07,S01,P0001,22.0,22.0,17.857142857142858,173,0,0,42,266
2025-09-08,S01,P0001,10.0,20.0,16.142857142857142,155,0,0,42,266
2025-09-09,S01,P0001,18.0,10.0,15.857142857142858,143,0,0,42,266
2025-09-10,S01,P0001,12.0,14.0,16.142857142857142,124,0,0,42,266
2025-09-11,S01,P0001,19.0,17.0,16.857142857142858,109,0,0,42,266
2025-09-12,S01,P0001,15.0,20.0,16.571428571428573,95,0,0,42,266
2025-09-13,S01,P0001,14.0,22.0,15.714285714285714,72,0,0,42,266
2025-09-14,S01,P0001,23.0,10.0,15.857142857142858,46,0,0,42,266
2025-09-15,S01,P0001,26.0,18.0,18.142857142857142,266,0,0,42,266
2025-09-16,S01,P0001,11.0,12.0,17.142857142857142,247,0,0,42,266
2025-09-17,S01,P0001,19.0,19.0,18.142857142857142,230,0,0,42,266
2025-09-18,S01,P0001,17.0,15.0,17.857142857142858,215,0,0,42,266
2025-09-19,S01,P0001,15.0,14.0,17.857142857142858,195,0,0,42,266
2025-09-20,S01,P0001,20.0,23.0,18.714285714285715,172,0,0,42,266
2025-09-21,S01,P0001,23.0,26.0,18.714285714285715,157,0,0,42,266
2025-09-22,S01,P0001,15.0,11.0,17.142857142857142,142,0,0,42,266
2025-09-23,S01,P0001,15.0,19.0,17.714285714285715,128,0,0,42,266
2025-09-24,S01,P0001,14.0,17.0,17.0,117,0,0,42,266
2025-09-25,S01,P0001,11.0,15.0,16.142857142857142,105,0,0,42,266
2025-09-26,S01,P0001,12.0,20.0,15.714285714285714,82,0,0,42,266
2025-09-27,S01,P0001,23.0,23.0,16.142857142857142,65,0,0,42,266
2025-09-28,S01,P0001,17.0,15.0,15.285714285714286,266,0,0,42,266
2025-09-29,S01,P0001,30.0,15.0,17.428571428571427,247,0,0,42,266
2025-09-30,S01,P0001,19.0,14.0,18.0,225,0,0,42,266
2025-10-01,S01,P0001,22.0,11.0,19.142857142857142,209,0,0,42,266
2025-10-02,S01,P0001,16.0,12.0,19.857142857142858,191,0,0,42,266
2025-10-03,S01,P0001,18.0,23.0,20.714285714285715,179,0,0,42,266
2025-10-04,S01,P0001,12.0,17.0,19.142857142857142,160,0,0,42,266
2025-10-05,S01,P0001,19.0,30.0,19.428571428571427,144,0,0,42,266
2025-10-06,S01,P0001,16.0,19.0,17.428571428571427,125,0,0,42,266
2025-10-07,S01,P0001,19.0,22.0,17.428571428571427,109,0,0,42,266
2025-10-08,S01,P0001,16.0,16.0,16.571428571428573,93,0,0,42,266
2025-10-09,S01,P0001,16.0,18.0,16.571428571428573,78,0,0,42,266
2025-10-10,S01,P0001,15.0,12.0,16.142857142857142,56,0,0,42,266
2025-10-11,S01,P0001,22.0,19.0,17.571428571428573,266,0,0,42,266
2025-10-12,S01,P0001,21.0,16.0,17.857142857142858,246,0,0,42,266
2025-10-13,S01,P0001,20.0,19.0,18.428571428571427,219,0,0,42,266
2025-10-14,S01,P0001,27.0,16.0,19.571428571428573,200,0,0,42,266
2025-10-15,S01,P0001,19.0,16.0,20.0,187,0,0,42,266
2025-10-16,S01,P0001,13.0,15.0,19.571428571428573,173,0,0,42,266
2025-10-17,S01,P0001,14.0,22.0,19.428571428571427,153,0,0,42,266
2025-10-18,S01,P0001,20.0,21.0,19.142857142857142,133,0,0,42,266
2025-10-19,S01,P0001,20.0,20.0,19.0,113,0,0,42,266
2025-10-20,S01,P0001,20.0,27.0,19.0,96,0,0,42,266
2025-10-21,S01,P0001,17.0,19.0,17.571428571428573,78,0,0,42,266
2025-10-22,S01,P0001,18.0,13.0,17.428571428571427,56,0,0,42,266
2025-10-23,S01,P0001,22.0,14.0,18.714285714285715,266,0,0,42,266
2025-10-24,S01,P0001,15.0,20.0,18.857142857142858,249,0,0,42,266
2025-10-25,S01,P0001,17.0,20.0,18.428571428571427,220,0,0,42,266
2025-10-26,S01,P0001,29.0,20.0,19.714285714285715,196,0,0,42,266
2025-10-27,S01,P0001,24.0,17.0,20.285714285714285,183,0,0,42,266
2025-10-28,S01,P0001,13.0,18.0,19.714285714285715,163,0,0,42,266
2025-10-29,S01,P0001,20.0,22.0,20.0,150,0,0,42,266
2025-10-30,S01,P0001,13.0,15.0,18.714285714285715,135,0,0,42,266
2025-10-31,S01,P0001,15.0,17.0,18.714285714285715,119,0,0,42,266
2025-11-01,S01,P0001,16.0,29.0,18.571428571428573,103,0,0,42,266
2025-11-02,S01,P0001,16.0,24.0,16.714285714285715,76,0,0,42,266
2025-11-03,S01,P0001,27.0,13.0,17.142857142857142,61,0,0,42,266
2025-11-04,S01,P0001,15.0,20.0,17.428571428571427,266,0,0,42,266
2025-11-05,S01,P0001,22.0,13.0,17.714285714285715,245,0,0,42,266
2025-11-06,S01,P0001,21.0,15.0,18.857142857142858,230,0,0,42,266
2025-11-07,S01,P0001,15.0,16.0,18.857142857142858,210,0,0,42,266
2025-11-08,S01,P0001,20.0,16.0,19.428571428571427,188,0,0,42,266
2025-11-09,S01,P0001,22.0,27.0,20.285714285714285,171,0,0,42,266
2025-11-10,S01,P0001,17.0,15.0,18.857142857142858,152,0,0,42,266
2025-11-11,S01,P0001,19.0,22.0,19.428571428571427,125,0,0,42,266
2025-11-12,S01,P0001,27.0,21.0,20.142857142857142,103,0,0,42,266
2025-11-13,S01,P0001,22.0,15.0,20.285714285714285,83,0,0,42,266
2025-11-14,S01,P0001,20.0,20.0,21.0,65,0,0,42,266
2025-11-15,S01,P0001,18.0,22.0,20.714285714285715,43,0,0,42,266
2025-11-16,S01,P0001,22.0,17.0,20.714285714285715,266,0,0,42,266
2025-11-17,S01,P0001,29.0,19.0,22.428571428571427,246,0,0,42,266
2025-11-18,S01,P0001,20.0,27.0,22.571428571428573,236,0,0,42,266
2025-11-19,S01,P0001,10.0,22.0,20.142857142857142,213,0,0,42,266
2025-11-20,S01,P0001,23.0,20.0,20.285714285714285,196,0,0,42,266
2025-11-21,S01,P0001,17.0,18.0,19.857142857142858,179,0,0,42,266
2025-11-22,S01,P0001,17.0,22.0,19.714285714285715,152,0,0,42,266
2025-11-23,S01,P0001,27.0,29.0,20.428571428571427,133,0,0,42,266
2025-11-24,S01,P0001,19.0,20.0,19.0,119,0,0,42,266
2025-11-25,S01,P0001,14.0,10.0,18.142857142857142,100,0,0,42,266
2025-11-26,S01,P0001,19.0,23.0,19.428571428571427,73,0,0,42,266
2025-11-27,S01,P0001,27.0,17.0,20.0,52,0,0,42,266
2025-11-28,S01,P0001,21.0,17.0,20.571428571428573,266,0,0,42,266
2025-11-29,S01,P0001,14.0,27.0,20.142857142857142,242,0,0,42,266
2025-11-30,S01,P0001,24.0,19.0,19.714285714285715,223,0,0,42,266
2025-12-01,S01,P0001,19.0,14.0,19.714285714285715,202,0,0,42,266
2025-12-02,S01,P0001,21.0,19.0,20.714285714285715,178,0,0,42,266
2025-12-03,S01,P0001,24.0,27.0,21.428571428571427,158,0,0,42,266
2025-12-04,S01,P0001,20.0,21.0,20.428571428571427,140,0,0,42,266
2025-12-05,S01,P0001,18.0,14.0,20.0,125,0,0,42,266
2025-12-06,S01,P0001,15.0,24.0,20.142857142857142,103,0,0,42,266
2025-12-07,S01,P0001,22.0,19.0,19.857142857142858,77,0,0,42,266
2025-12-08,S01,P0001,26.0,21.0,20.857142857142858,54,0,0,42,266
2025-12-09,S01,P0001,23.0,24.0,21.142857142857142,266,0,0,42,266
2025-12-10,S01,P0001,16.0,20.0,20.0,241,0,0,42,266
2025-12-11,S01,P0001,25.0,18.0,20.714285714285715,219,0,0,42,266
2025-12-12,S01,P0001,22.0,15.0,21.285714285714285,206,0,0,42,266
2025-12-13,S01,P0001,13.0,22.0,21.0,176,0,0,42,266
2025-12-14,S01,P0001,30.0,26.0,22.142857142857142,149,0,0,42,266
2025-12-15,S01,P0001,27.0,23.0,22.285714285714285,133,0,0,42,266
2025-12-16,S01,P0001,16.0,16.0,21.285714285714285,117,0,0,42,266
2025-12-17,S01,P0001,16.0,25.0,21.285714285714285,98,0,0,42,266
2025-12-18,S01,P0001,19.0,22.0,20.428571428571427,73,0,0,42,266
2025-12-19,S01,P0001,25.0,13.0,20.857142857142858,56,0,0,42,266
2025-12-20,S01,P0001,17.0,30.0,21.428571428571427,266,0,0,42,266
2025-12-21,S01,P0001,26.0,27.0,20.857142857142858,239,0,0,42,266
2025-12-22,S01,P0001,27.0,16.0,20.857142857142858,218,0,0,42,266
2025-12-23,S01,P0001,21.0,16.0,21.571428571428573,193,0,0,42,266
2025-12-24,S01,P0001,25.0,19.0,22.857142857142858,166,0,0,42,266
2025-12-25,S01,P0001,27.0,25.0,24.0,146,0,0,42,266
